(lsfg-vk) [ERROR]: Failed to initialize global info:
(lsfg-vk) [ERROR]: - Unknown key in configuration: game
0.00.317.266 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.318.980 W srv  llama_server: -----------------
0.00.318.987 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.318.995 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.318.999 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.318.999 W srv  llama_server: -----------------
0.00.320.397 I srv    load_model: loading model '/mnt/dados/Assistente Pessoal/modelos LLM/Llama-3.2-1B-Instruct-IQ4_XS.gguf'
0.14.807.514 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
0.14.816.554 I srv  llama_server: model loaded
0.14.816.567 I srv  llama_server: listening on http://127.0.0.1:9088
60.14.395.954 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
77.21.639.217 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 111520355224
77.21.645.864 I slot launch_slot_: id  0 | task 614 | processing task, is_child = 0
77.22.499.950 I slot print_timing: id  0 | task 614 | prompt eval time =      42.84 ms /    37 tokens (    1.16 ms per token,   863.74 tokens per second)
77.22.499.977 I slot print_timing: id  0 | task 614 |        eval time =     811.05 ms /    80 tokens (   10.14 ms per token,    98.64 tokens per second)
77.22.499.979 I slot print_timing: id  0 | task 614 |       total time =     853.88 ms /   117 tokens
77.22.499.986 I slot print_timing: id  0 | task 614 |    graphs reused =        673
77.22.500.890 I slot      release: id  0 | task 614 | stop processing: n_tokens = 117, truncated = 0
79.48.235.917 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 111521250769
79.48.240.036 I slot launch_slot_: id  0 | task 695 | processing task, is_child = 0
79.48.400.249 I slot print_timing: id  0 | task 695 | prompt eval time =     104.00 ms /   117 tokens (    0.89 ms per token,  1124.99 tokens per second)
79.48.400.303 I slot print_timing: id  0 | task 695 |        eval time =      56.18 ms /    12 tokens (    4.68 ms per token,   213.60 tokens per second)
79.48.400.306 I slot print_timing: id  0 | task 695 |       total time =     160.18 ms /   129 tokens
79.48.400.308 I slot print_timing: id  0 | task 695 |    graphs reused =        683
79.48.401.182 I slot      release: id  0 | task 695 | stop processing: n_tokens = 153, truncated = 0
79.48.419.154 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.698 (> 0.100 thold), f_keep = 0.739
79.48.419.241 I slot launch_slot_: id  0 | task 708 | processing task, is_child = 0
79.48.688.003 I slot print_timing: id  0 | task 708 | prompt eval time =      43.77 ms /    49 tokens (    0.89 ms per token,  1119.54 tokens per second)
79.48.688.011 I slot print_timing: id  0 | task 708 |        eval time =     224.96 ms /    47 tokens (    4.79 ms per token,   208.92 tokens per second)
79.48.688.012 I slot print_timing: id  0 | task 708 |       total time =     268.73 ms /    96 tokens
79.48.688.014 I slot print_timing: id  0 | task 708 |    graphs reused =        728
79.48.688.068 I slot      release: id  0 | task 708 | stop processing: n_tokens = 208, truncated = 0
79.48.709.150 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.720 (> 0.100 thold), f_keep = 0.543
79.48.709.218 I slot launch_slot_: id  0 | task 756 | processing task, is_child = 0
79.48.770.263 I slot print_timing: id  0 | task 756 | prompt eval time =      45.01 ms /    44 tokens (    1.02 ms per token,   977.67 tokens per second)
79.48.770.270 I slot print_timing: id  0 | task 756 |        eval time =      16.01 ms /     4 tokens (    4.00 ms per token,   249.83 tokens per second)
79.48.770.271 I slot print_timing: id  0 | task 756 |       total time =      61.02 ms /    48 tokens
79.48.770.314 I slot print_timing: id  0 | task 756 |    graphs reused =        730
79.48.770.364 I slot      release: id  0 | task 756 | stop processing: n_tokens = 160, truncated = 0
79.48.793.276 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.649 (> 0.100 thold), f_keep = 0.706
79.48.793.358 I slot launch_slot_: id  0 | task 761 | processing task, is_child = 0
79.48.924.559 I slot print_timing: id  0 | task 761 | prompt eval time =      48.05 ms /    61 tokens (    0.79 ms per token,  1269.46 tokens per second)
79.48.924.570 I slot print_timing: id  0 | task 761 |        eval time =      83.11 ms /    18 tokens (    4.62 ms per token,   216.58 tokens per second)
79.48.924.572 I slot print_timing: id  0 | task 761 |       total time =     131.16 ms /    79 tokens
79.48.924.574 I slot print_timing: id  0 | task 761 |    graphs reused =        746
79.48.924.654 I slot      release: id  0 | task 761 | stop processing: n_tokens = 191, truncated = 0
79.48.943.788 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.813 (> 0.100 thold), f_keep = 0.592
79.48.943.856 I slot launch_slot_: id  0 | task 780 | processing task, is_child = 0
79.49.026.479 I slot print_timing: id  0 | task 780 | prompt eval time =      38.33 ms /    26 tokens (    1.47 ms per token,   678.25 tokens per second)
79.49.026.507 I slot print_timing: id  0 | task 780 |        eval time =      44.23 ms /    10 tokens (    4.42 ms per token,   226.07 tokens per second)
79.49.026.509 I slot print_timing: id  0 | task 780 |       total time =      82.57 ms /    36 tokens
79.49.026.516 I slot print_timing: id  0 | task 780 |    graphs reused =        754
79.49.026.915 I slot      release: id  0 | task 780 | stop processing: n_tokens = 148, truncated = 0
79.49.054.927 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.681 (> 0.100 thold), f_keep = 0.764
79.49.055.062 I slot launch_slot_: id  0 | task 791 | processing task, is_child = 0
79.49.122.062 I slot print_timing: id  0 | task 791 | prompt eval time =      46.90 ms /    53 tokens (    0.88 ms per token,  1130.14 tokens per second)
79.49.122.071 I slot print_timing: id  0 | task 791 |        eval time =      20.07 ms /     4 tokens (    5.02 ms per token,   199.34 tokens per second)
79.49.122.072 I slot print_timing: id  0 | task 791 |       total time =      66.96 ms /    57 tokens
79.49.122.074 I slot print_timing: id  0 | task 791 |    graphs reused =        756
79.49.122.156 I slot      release: id  0 | task 791 | stop processing: n_tokens = 169, truncated = 0
79.49.154.302 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.729 (> 0.100 thold), f_keep = 0.669
79.49.154.485 I slot launch_slot_: id  0 | task 796 | processing task, is_child = 0
79.49.358.110 I slot print_timing: id  0 | task 796 | prompt eval time =      48.10 ms /    42 tokens (    1.15 ms per token,   873.09 tokens per second)
79.49.358.119 I slot print_timing: id  0 | task 796 |        eval time =     155.47 ms /    18 tokens (    8.64 ms per token,   115.78 tokens per second)
79.49.358.120 I slot print_timing: id  0 | task 796 |       total time =     203.58 ms /    60 tokens
79.49.358.121 I slot print_timing: id  0 | task 796 |    graphs reused =        772
79.49.358.212 I slot      release: id  0 | task 796 | stop processing: n_tokens = 172, truncated = 0
