0.00.081.949 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.083.275 W srv  llama_server: -----------------
0.00.083.279 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.083.280 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.083.280 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.083.280 W srv  llama_server: -----------------
0.00.084.580 I srv    load_model: loading model '/mnt/dados/Assistente Pessoal/modelos LLM/filtragem/Qwen3.8-27B-IQ2_XS.gguf'
1.17.170.195 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.17.228.370 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
1.17.228.469 I srv  llama_server: model loaded
1.17.228.477 I srv  llama_server: listening on http://127.0.0.1:9096
1.20.544.123 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
11.29.026.010 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.625 (> 0.100 thold), f_keep = 0.263
11.30.110.138 I slot launch_slot_: id  0 | task 332 | processing task, is_child = 0
11.52.733.533 I slot print_timing: id  0 | task 332 | prompt processing, n_tokens =     26, progress = 0.94, t =  22.62 s / 1.15 tokens per second
16.27.147.257 W srv          stop: cancel task, id_task = 332
16.52.452.465 I slot      release: id  0 | task 332 | stop processing: n_tokens = 85, truncated = 0
16.52.453.440 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.479 (> 0.100 thold), f_keep = 0.529
16.52.458.014 I slot launch_slot_: id  0 | task 348 | processing task, is_child = 0
18.07.941.909 I slot print_timing: id  0 | task 348 | prompt processing, n_tokens =     48, progress = 0.96, t =  75.48 s / 0.64 tokens per second
21.27.154.721 W srv          stop: cancel task, id_task = 348
21.49.089.271 I slot      release: id  0 | task 348 | stop processing: n_tokens = 100, truncated = 0
