0.00.049.094 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.051.919 W srv  llama_server: -----------------
0.00.051.924 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.051.924 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.051.925 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.051.925 W srv  llama_server: -----------------
0.00.053.534 I srv    load_model: loading model '/mnt/dados/Assistente Pessoal/modelos LLM/LFM2.5-1.2B-Thinking-ToMoE-Q4_K_M.gguf'
0.17.315.933 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 128000, kv_unified = 'false'
0.17.323.866 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.17.323.980 I srv  llama_server: model loaded
0.17.323.995 I srv  llama_server: listening on http://127.0.0.1:9086
47.50.674.699 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
48.11.654.372 I slot print_timing: id  0 | task 286 | prompt eval time =     213.66 ms /    68 tokens (    3.14 ms per token,   318.27 tokens per second)
48.11.654.383 I slot print_timing: id  0 | task 286 |        eval time =    6221.69 ms /   150 tokens (   41.48 ms per token,    24.11 tokens per second)
48.11.654.385 I slot print_timing: id  0 | task 286 |       total time =    6435.35 ms /   218 tokens
48.11.654.441 I slot print_timing: id  0 | task 286 |    graphs reused =        423
48.11.654.894 I slot      release: id  0 | task 286 | stop processing: n_tokens = 217, truncated = 0
48.11.666.055 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.129 (> 0.100 thold), f_keep = 0.018
48.11.667.267 I slot launch_slot_: id  0 | task 438 | processing task, is_child = 0
48.15.162.470 I slot print_timing: id  0 | task 438 | prompt eval time =     196.47 ms /    31 tokens (    6.34 ms per token,   157.79 tokens per second)
48.15.162.480 I slot print_timing: id  0 | task 438 |        eval time =    3298.70 ms /    80 tokens (   41.23 ms per token,    24.25 tokens per second)
48.15.162.482 I slot print_timing: id  0 | task 438 |       total time =    3495.17 ms /   111 tokens
48.15.162.484 I slot print_timing: id  0 | task 438 |    graphs reused =        501
48.15.162.522 I slot      release: id  0 | task 438 | stop processing: n_tokens = 110, truncated = 0
48.15.175.551 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6358366807
48.15.176.512 I slot launch_slot_: id  0 | task 520 | processing task, is_child = 0
48.19.632.355 I slot print_timing: id  0 | task 520 | n_decoded =    100, tg =  23.72 t/s, tg_3s =  23.72 t/s
48.21.791.058 I slot print_timing: id  0 | task 520 | prompt eval time =     239.27 ms /    61 tokens (    3.92 ms per token,   254.94 tokens per second)
48.21.791.068 I slot print_timing: id  0 | task 520 |        eval time =    6375.24 ms /   150 tokens (   42.50 ms per token,    23.53 tokens per second)
48.21.791.069 I slot print_timing: id  0 | task 520 |       total time =    6614.51 ms /   211 tokens
48.21.791.125 I slot print_timing: id  0 | task 520 |    graphs reused =        649
48.21.791.485 I slot      release: id  0 | task 520 | stop processing: n_tokens = 210, truncated = 0
48.21.803.705 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6364995772
48.21.804.891 I slot launch_slot_: id  0 | task 672 | processing task, is_child = 0
48.25.350.969 I slot print_timing: id  0 | task 672 | prompt eval time =     229.77 ms /    54 tokens (    4.26 ms per token,   235.02 tokens per second)
48.25.350.977 I slot print_timing: id  0 | task 672 |        eval time =    3316.28 ms /    80 tokens (   41.45 ms per token,    24.12 tokens per second)
48.25.350.978 I slot print_timing: id  0 | task 672 |       total time =    3546.05 ms /   134 tokens
48.25.350.979 I slot print_timing: id  0 | task 672 |    graphs reused =        727
48.25.351.067 I slot      release: id  0 | task 672 | stop processing: n_tokens = 133, truncated = 0
48.43.727.087 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.333 (> 0.100 thold), f_keep = 0.030
48.43.728.280 I slot launch_slot_: id  0 | task 754 | processing task, is_child = 0
48.44.711.135 I slot print_timing: id  0 | task 754 | prompt eval time =     122.08 ms /    12 tokens (   10.17 ms per token,    98.29 tokens per second)
48.44.711.143 I slot print_timing: id  0 | task 754 |        eval time =     860.74 ms /    20 tokens (   43.04 ms per token,    23.24 tokens per second)
48.44.711.145 I slot print_timing: id  0 | task 754 |       total time =     982.82 ms /    32 tokens
48.44.711.146 I slot print_timing: id  0 | task 754 |    graphs reused =        745
48.44.711.212 I slot      release: id  0 | task 754 | stop processing: n_tokens = 31, truncated = 0
52.31.599.803 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.129
52.31.602.967 I slot launch_slot_: id  0 | task 776 | processing task, is_child = 0
52.39.624.955 I slot print_timing: id  0 | task 776 | n_decoded =    100, tg =  21.34 t/s, tg_3s =  21.34 t/s
52.42.631.117 I slot print_timing: id  0 | task 776 | n_decoded =    163, tg =  21.19 t/s, tg_3s =  20.96 t/s
52.45.659.803 I slot print_timing: id  0 | task 776 | n_decoded =    228, tg =  21.26 t/s, tg_3s =  21.46 t/s
52.46.245.302 I slot print_timing: id  0 | task 776 | prompt eval time =    3334.83 ms /     4 tokens (  833.71 ms per token,     1.20 tokens per second)
52.46.245.309 I slot print_timing: id  0 | task 776 |        eval time =   11307.46 ms /   240 tokens (   47.11 ms per token,    21.22 tokens per second)
52.46.245.310 I slot print_timing: id  0 | task 776 |       total time =   14642.30 ms /   244 tokens
52.46.245.312 I slot print_timing: id  0 | task 776 |    graphs reused =        982
52.46.245.344 I slot      release: id  0 | task 776 | stop processing: n_tokens = 275, truncated = 0
52.46.262.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6629449629
52.46.263.899 I slot launch_slot_: id  0 | task 1017 | processing task, is_child = 0
52.50.995.682 I slot print_timing: id  0 | task 1017 | n_decoded =    100, tg =  21.39 t/s, tg_3s =  21.39 t/s
52.54.035.524 I slot print_timing: id  0 | task 1017 | n_decoded =    165, tg =  21.39 t/s, tg_3s =  21.38 t/s
52.57.078.373 I slot print_timing: id  0 | task 1017 | n_decoded =    229, tg =  21.29 t/s, tg_3s =  21.03 t/s
53.00.118.166 I slot print_timing: id  0 | task 1017 | n_decoded =    293, tg =  21.23 t/s, tg_3s =  21.05 t/s
53.03.170.236 I slot print_timing: id  0 | task 1017 | n_decoded =    358, tg =  21.25 t/s, tg_3s =  21.30 t/s
53.06.035.896 I slot print_timing: id  0 | task 1017 | prompt eval time =      56.16 ms /     4 tokens (   14.04 ms per token,    71.22 tokens per second)
53.06.035.906 I slot print_timing: id  0 | task 1017 |        eval time =   19715.80 ms /   400 tokens (   49.29 ms per token,    20.29 tokens per second)
53.06.035.908 I slot print_timing: id  0 | task 1017 |       total time =   19771.96 ms /   404 tokens
53.06.035.910 I slot print_timing: id  0 | task 1017 |    graphs reused =       1379
53.06.035.950 I slot      release: id  0 | task 1017 | stop processing: n_tokens = 450, truncated = 0
53.06.047.975 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6649240235
53.06.050.281 I slot launch_slot_: id  0 | task 1418 | processing task, is_child = 0
53.11.549.504 I slot print_timing: id  0 | task 1418 | n_decoded =    100, tg =  18.40 t/s, tg_3s =  18.40 t/s
53.14.578.062 I slot print_timing: id  0 | task 1418 | n_decoded =    162, tg =  19.14 t/s, tg_3s =  20.47 t/s
53.17.599.224 I slot print_timing: id  0 | task 1418 | n_decoded =    219, tg =  19.07 t/s, tg_3s =  18.87 t/s
53.20.600.460 I slot print_timing: id  0 | task 1418 | n_decoded =    277, tg =  19.12 t/s, tg_3s =  19.33 t/s
53.23.610.508 I slot print_timing: id  0 | task 1418 | n_decoded =    338, tg =  19.32 t/s, tg_3s =  20.27 t/s
53.26.657.548 I slot print_timing: id  0 | task 1418 | n_decoded =    401, tg =  19.52 t/s, tg_3s =  20.68 t/s
53.29.669.402 I slot print_timing: id  0 | task 1418 | n_decoded =    460, tg =  19.53 t/s, tg_3s =  19.59 t/s
53.30.652.279 I slot print_timing: id  0 | task 1418 | prompt eval time =      65.10 ms /     4 tokens (   16.28 ms per token,    61.44 tokens per second)
53.30.652.288 I slot print_timing: id  0 | task 1418 |        eval time =   24536.86 ms /   480 tokens (   51.12 ms per token,    19.56 tokens per second)
53.30.652.290 I slot print_timing: id  0 | task 1418 |       total time =   24601.96 ms /   484 tokens
53.30.652.291 I slot print_timing: id  0 | task 1418 |    graphs reused =       1855
53.30.652.324 I slot      release: id  0 | task 1418 | stop processing: n_tokens = 527, truncated = 0
53.30.663.050 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6673856610
53.30.665.538 I slot launch_slot_: id  0 | task 1899 | processing task, is_child = 0
53.35.454.199 I slot print_timing: id  0 | task 1899 | n_decoded =    100, tg =  21.13 t/s, tg_3s =  21.13 t/s
53.38.480.338 I slot print_timing: id  0 | task 1899 | n_decoded =    159, tg =  20.49 t/s, tg_3s =  19.50 t/s
53.41.520.478 I slot print_timing: id  0 | task 1899 | n_decoded =    218, tg =  20.19 t/s, tg_3s =  19.41 t/s
53.44.558.541 I slot print_timing: id  0 | task 1899 | n_decoded =    280, tg =  20.24 t/s, tg_3s =  20.41 t/s
53.47.591.743 I slot print_timing: id  0 | task 1899 | n_decoded =    341, tg =  20.21 t/s, tg_3s =  20.11 t/s
53.50.613.002 I slot print_timing: id  0 | task 1899 | n_decoded =    402, tg =  20.21 t/s, tg_3s =  20.19 t/s
53.53.615.906 I slot print_timing: id  0 | task 1899 | n_decoded =    464, tg =  20.27 t/s, tg_3s =  20.65 t/s
53.56.618.232 I slot print_timing: id  0 | task 1899 | n_decoded =    525, tg =  20.27 t/s, tg_3s =  20.32 t/s
53.59.619.596 I slot print_timing: id  0 | task 1899 | n_decoded =    584, tg =  20.21 t/s, tg_3s =  19.66 t/s
54.00.469.139 I slot print_timing: id  0 | task 1899 | prompt eval time =      56.44 ms /     4 tokens (   14.11 ms per token,    70.87 tokens per second)
54.00.469.148 I slot print_timing: id  0 | task 1899 |        eval time =   29747.12 ms /   600 tokens (   49.58 ms per token,    20.17 tokens per second)
54.00.469.150 I slot print_timing: id  0 | task 1899 |       total time =   29803.56 ms /   604 tokens
54.00.469.151 I slot print_timing: id  0 | task 1899 |    graphs reused =       2451
54.00.469.193 I slot      release: id  0 | task 1899 | stop processing: n_tokens = 667, truncated = 0
54.00.481.632 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.129 (> 0.100 thold), f_keep = 0.006
54.00.483.510 I slot launch_slot_: id  0 | task 2500 | processing task, is_child = 0
54.05.405.499 I slot print_timing: id  0 | task 2500 | n_decoded =    100, tg =  20.54 t/s, tg_3s =  20.54 t/s
54.08.408.842 I slot print_timing: id  0 | task 2500 | n_decoded =    159, tg =  20.20 t/s, tg_3s =  19.64 t/s
54.11.455.617 I slot print_timing: id  0 | task 2500 | n_decoded =    215, tg =  19.69 t/s, tg_3s =  18.38 t/s
54.14.482.002 I slot print_timing: id  0 | task 2500 | n_decoded =    279, tg =  20.01 t/s, tg_3s =  21.15 t/s
54.16.474.156 I slot print_timing: id  0 | task 2500 | prompt eval time =      54.54 ms /     4 tokens (   13.63 ms per token,    73.34 tokens per second)
54.16.474.165 I slot print_timing: id  0 | task 2500 |        eval time =   15936.07 ms /   320 tokens (   49.80 ms per token,    20.08 tokens per second)
54.16.474.219 I slot print_timing: id  0 | task 2500 |       total time =   15990.60 ms /   324 tokens
54.16.474.225 I slot print_timing: id  0 | task 2500 |    graphs reused =       2768
54.16.474.261 I slot      release: id  0 | task 2500 | stop processing: n_tokens = 350, truncated = 0
54.16.485.655 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6719678546
54.16.487.041 I slot launch_slot_: id  0 | task 2821 | processing task, is_child = 0
54.21.314.361 I slot print_timing: id  0 | task 2821 | n_decoded =    100, tg =  20.96 t/s, tg_3s =  20.96 t/s
54.24.318.296 I slot print_timing: id  0 | task 2821 | n_decoded =    161, tg =  20.71 t/s, tg_3s =  20.31 t/s
54.27.360.568 I slot print_timing: id  0 | task 2821 | n_decoded =    221, tg =  20.43 t/s, tg_3s =  19.72 t/s
54.30.391.601 I slot print_timing: id  0 | task 2821 | n_decoded =    282, tg =  20.36 t/s, tg_3s =  20.13 t/s
54.33.410.795 I slot print_timing: id  0 | task 2821 | n_decoded =    345, tg =  20.45 t/s, tg_3s =  20.87 t/s
54.36.425.088 I slot print_timing: id  0 | task 2821 | n_decoded =    407, tg =  20.47 t/s, tg_3s =  20.57 t/s
54.39.429.153 I slot print_timing: id  0 | task 2821 | n_decoded =    470, tg =  20.54 t/s, tg_3s =  20.97 t/s
54.42.447.083 I slot print_timing: id  0 | task 2821 | n_decoded =    532, tg =  20.54 t/s, tg_3s =  20.54 t/s
54.45.457.390 I slot print_timing: id  0 | task 2821 | n_decoded =    592, tg =  20.47 t/s, tg_3s =  19.93 t/s
54.45.862.008 I slot print_timing: id  0 | task 2821 | prompt eval time =      55.49 ms /     4 tokens (   13.87 ms per token,    72.08 tokens per second)
54.45.862.064 I slot print_timing: id  0 | task 2821 |        eval time =   29319.44 ms /   600 tokens (   48.87 ms per token,    20.46 tokens per second)
54.45.862.068 I slot print_timing: id  0 | task 2821 |       total time =   29374.93 ms /   604 tokens
54.45.862.070 I slot print_timing: id  0 | task 2821 |    graphs reused =       3364
54.45.862.106 I slot      release: id  0 | task 2821 | stop processing: n_tokens = 660, truncated = 0
54.45.873.318 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6749066391
54.45.876.186 I slot launch_slot_: id  0 | task 3422 | processing task, is_child = 0
54.50.869.726 I slot print_timing: id  0 | task 3422 | n_decoded =    100, tg =  20.26 t/s, tg_3s =  20.26 t/s
54.53.904.262 I slot print_timing: id  0 | task 3422 | n_decoded =    160, tg =  20.08 t/s, tg_3s =  19.77 t/s
54.56.958.270 I slot print_timing: id  0 | task 3422 | n_decoded =    219, tg =  19.87 t/s, tg_3s =  19.32 t/s
54.59.974.783 I slot print_timing: id  0 | task 3422 | n_decoded =    277, tg =  19.73 t/s, tg_3s =  19.23 t/s
55.02.179.326 I slot print_timing: id  0 | task 3422 | prompt eval time =      58.54 ms /     4 tokens (   14.64 ms per token,    68.33 tokens per second)
55.02.179.334 I slot print_timing: id  0 | task 3422 |        eval time =   16244.56 ms /   320 tokens (   50.76 ms per token,    19.70 tokens per second)
55.02.179.336 I slot print_timing: id  0 | task 3422 |       total time =   16303.10 ms /   324 tokens
55.02.179.338 I slot print_timing: id  0 | task 3422 |    graphs reused =       3681
55.02.179.374 I slot      release: id  0 | task 3422 | stop processing: n_tokens = 373, truncated = 0
55.27.294.170 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6765383659
55.27.295.193 I slot launch_slot_: id  0 | task 3743 | processing task, is_child = 0
55.27.542.120 I slot print_timing: id  0 | task 3743 | prompt eval time =     246.89 ms /    28 tokens (    8.82 ms per token,   113.41 tokens per second)
55.27.542.131 I slot print_timing: id  0 | task 3743 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token, 1000000.00 tokens per second)
55.27.542.133 I slot print_timing: id  0 | task 3743 |       total time =     246.89 ms /    29 tokens
55.27.542.135 I slot print_timing: id  0 | task 3743 |    graphs reused =       3681
55.27.542.168 I slot      release: id  0 | task 3743 | stop processing: n_tokens = 28, truncated = 0
56.33.890.823 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
56.33.890.911 I slot launch_slot_: id  0 | task 3746 | processing task, is_child = 0
56.34.490.859 I slot print_timing: id  0 | task 3746 | prompt eval time =      71.52 ms /     4 tokens (   17.88 ms per token,    55.93 tokens per second)
56.34.490.868 I slot print_timing: id  0 | task 3746 |        eval time =     528.40 ms /    13 tokens (   40.65 ms per token,    24.60 tokens per second)
56.34.490.869 I slot print_timing: id  0 | task 3746 |       total time =     599.92 ms /    17 tokens
56.34.490.871 I slot print_timing: id  0 | task 3746 |    graphs reused =       3693
56.34.490.899 I slot      release: id  0 | task 3746 | stop processing: n_tokens = 40, truncated = 0
56.34.502.701 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.152 (> 0.100 thold), f_keep = 0.175
56.34.503.306 I slot launch_slot_: id  0 | task 3760 | processing task, is_child = 0
56.35.760.463 I slot print_timing: id  0 | task 3760 | prompt eval time =     274.98 ms /    46 tokens (    5.98 ms per token,   167.29 tokens per second)
56.35.760.470 I slot print_timing: id  0 | task 3760 |        eval time =     982.15 ms /    23 tokens (   42.70 ms per token,    23.42 tokens per second)
56.35.760.471 I slot print_timing: id  0 | task 3760 |       total time =    1257.13 ms /    69 tokens
56.35.760.473 I slot print_timing: id  0 | task 3760 |    graphs reused =       3714
56.35.760.499 I slot      release: id  0 | task 3760 | stop processing: n_tokens = 68, truncated = 0
