0.00.060.733 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.063.786 W srv  llama_server: -----------------
0.00.063.791 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.063.792 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.063.792 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.063.793 W srv  llama_server: -----------------
0.00.065.452 I srv    load_model: loading model '/mnt/dados/Assistente Pessoal/modelos LLM/Llama-3.2-1B-Instruct-IQ4_XS.gguf'
0.15.904.990 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
0.15.920.219 I srv  llama_server: model loaded
0.15.920.228 I srv  llama_server: listening on http://127.0.0.1:9088
47.02.037.892 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
47.03.333.516 I slot print_timing: id  0 | task 80 |       total time =     187.99 ms /    60 tokens
47.03.333.517 I slot print_timing: id  0 | task 80 |    graphs reused =        101
47.03.333.631 I slot      release: id  0 | task 80 | stop processing: n_tokens = 89, truncated = 0
47.03.352.399 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.361 (> 0.100 thold), f_keep = 0.337
47.03.355.381 I slot launch_slot_: id  0 | task 115 | processing task, is_child = 0
47.03.507.684 I slot print_timing: id  0 | task 115 | prompt eval time =      44.98 ms /    53 tokens (    0.85 ms per token,  1178.43 tokens per second)
47.03.507.691 I slot print_timing: id  0 | task 115 |        eval time =     107.31 ms /    20 tokens (    5.37 ms per token,   186.38 tokens per second)
47.03.507.692 I slot print_timing: id  0 | task 115 |       total time =     152.28 ms /    73 tokens
47.03.507.693 I slot print_timing: id  0 | task 115 |    graphs reused =        119
47.03.508.236 I slot      release: id  0 | task 115 | stop processing: n_tokens = 102, truncated = 0
47.03.526.169 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.417 (> 0.100 thold), f_keep = 0.294
47.03.530.275 I slot launch_slot_: id  0 | task 136 | processing task, is_child = 0
47.03.643.178 I slot print_timing: id  0 | task 136 | prompt eval time =      37.83 ms /    38 tokens (    1.00 ms per token,  1004.39 tokens per second)
47.03.643.186 I slot print_timing: id  0 | task 136 |        eval time =      75.02 ms /    18 tokens (    4.17 ms per token,   239.93 tokens per second)
47.03.643.218 I slot print_timing: id  0 | task 136 |       total time =     112.86 ms /    56 tokens
47.03.643.222 I slot print_timing: id  0 | task 136 |    graphs reused =        135
47.03.643.317 I slot      release: id  0 | task 136 | stop processing: n_tokens = 89, truncated = 0
56.14.293.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6286868120
56.14.297.961 I slot launch_slot_: id  0 | task 155 | processing task, is_child = 0
56.14.884.149 I slot print_timing: id  0 | task 155 | prompt eval time =     406.88 ms /    24 tokens (   16.95 ms per token,    58.99 tokens per second)
56.14.884.157 I slot print_timing: id  0 | task 155 |        eval time =     179.27 ms /    12 tokens (   14.94 ms per token,    66.94 tokens per second)
56.14.884.158 I slot print_timing: id  0 | task 155 |       total time =     586.15 ms /    36 tokens
56.14.884.160 I slot print_timing: id  0 | task 155 |    graphs reused =        145
56.14.884.191 I slot      release: id  0 | task 155 | stop processing: n_tokens = 36, truncated = 0
56.14.893.977 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.132 (> 0.100 thold), f_keep = 0.139
56.14.899.771 I slot launch_slot_: id  0 | task 168 | processing task, is_child = 0
56.15.301.868 I slot print_timing: id  0 | task 168 | prompt eval time =     292.81 ms /    33 tokens (    8.87 ms per token,   112.70 tokens per second)
56.15.301.929 I slot print_timing: id  0 | task 168 |        eval time =     109.25 ms /    19 tokens (    5.75 ms per token,   173.91 tokens per second)
56.15.301.933 I slot print_timing: id  0 | task 168 |       total time =     402.06 ms /    52 tokens
56.15.301.935 I slot print_timing: id  0 | task 168 |    graphs reused =        162
56.15.301.971 I slot      release: id  0 | task 168 | stop processing: n_tokens = 56, truncated = 0
93.01.896.624 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6838526774
93.02.165.708 I slot launch_slot_: id  0 | task 188 | processing task, is_child = 0
93.02.857.447 I slot print_timing: id  0 | task 188 | prompt eval time =     637.14 ms /   117 tokens (    5.45 ms per token,   183.63 tokens per second)
93.02.857.454 I slot print_timing: id  0 | task 188 |        eval time =      54.57 ms /    12 tokens (    4.55 ms per token,   219.91 tokens per second)
93.02.857.455 I slot print_timing: id  0 | task 188 |       total time =     691.71 ms /   129 tokens
93.02.857.457 I slot print_timing: id  0 | task 188 |    graphs reused =        172
93.02.858.287 I slot      release: id  0 | task 188 | stop processing: n_tokens = 153, truncated = 0
93.02.877.136 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.698 (> 0.100 thold), f_keep = 0.739
93.02.877.208 I slot launch_slot_: id  0 | task 201 | processing task, is_child = 0
93.03.352.104 I slot print_timing: id  0 | task 201 | prompt eval time =      41.08 ms /    49 tokens (    0.84 ms per token,  1192.77 tokens per second)
93.03.352.112 I slot print_timing: id  0 | task 201 |        eval time =     433.79 ms /    65 tokens (    6.67 ms per token,   149.84 tokens per second)
93.03.352.113 I slot print_timing: id  0 | task 201 |       total time =     474.87 ms /   114 tokens
93.03.352.161 I slot print_timing: id  0 | task 201 |    graphs reused =        235
93.03.352.316 I slot      release: id  0 | task 201 | stop processing: n_tokens = 226, truncated = 0
93.03.370.110 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.720 (> 0.100 thold), f_keep = 0.500
93.03.370.172 I slot launch_slot_: id  0 | task 267 | processing task, is_child = 0
93.03.630.195 I slot print_timing: id  0 | task 267 | prompt eval time =      98.94 ms /    44 tokens (    2.25 ms per token,   444.70 tokens per second)
93.03.630.208 I slot print_timing: id  0 | task 267 |        eval time =     161.06 ms /    26 tokens (    6.19 ms per token,   161.43 tokens per second)
93.03.630.209 I slot print_timing: id  0 | task 267 |       total time =     260.00 ms /    70 tokens
93.03.630.210 I slot print_timing: id  0 | task 267 |    graphs reused =        259
93.03.630.327 I slot      release: id  0 | task 267 | stop processing: n_tokens = 182, truncated = 0
93.03.647.325 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.649 (> 0.100 thold), f_keep = 0.621
93.03.647.384 I slot launch_slot_: id  0 | task 294 | processing task, is_child = 0
93.03.811.475 I slot print_timing: id  0 | task 294 | prompt eval time =      45.93 ms /    61 tokens (    0.75 ms per token,  1328.14 tokens per second)
93.03.811.482 I slot print_timing: id  0 | task 294 |        eval time =     118.14 ms /    26 tokens (    4.54 ms per token,   220.08 tokens per second)
93.03.811.483 I slot print_timing: id  0 | task 294 |       total time =     164.07 ms /    87 tokens
93.03.811.484 I slot print_timing: id  0 | task 294 |    graphs reused =        283
93.03.811.684 I slot      release: id  0 | task 294 | stop processing: n_tokens = 199, truncated = 0
93.03.828.429 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.813 (> 0.100 thold), f_keep = 0.568
93.03.828.533 I slot launch_slot_: id  0 | task 321 | processing task, is_child = 0
93.04.068.705 I slot print_timing: id  0 | task 321 | prompt eval time =      39.35 ms /    26 tokens (    1.51 ms per token,   660.77 tokens per second)
93.04.068.712 I slot print_timing: id  0 | task 321 |        eval time =     200.80 ms /    33 tokens (    6.08 ms per token,   164.35 tokens per second)
93.04.068.714 I slot print_timing: id  0 | task 321 |       total time =     240.14 ms /    59 tokens
93.04.068.715 I slot print_timing: id  0 | task 321 |    graphs reused =        314
93.04.068.802 I slot      release: id  0 | task 321 | stop processing: n_tokens = 171, truncated = 0
93.04.085.911 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.681 (> 0.100 thold), f_keep = 0.661
93.04.085.972 I slot launch_slot_: id  0 | task 355 | processing task, is_child = 0
93.04.366.150 I slot print_timing: id  0 | task 355 | prompt eval time =      44.51 ms /    53 tokens (    0.84 ms per token,  1190.74 tokens per second)
93.04.366.159 I slot print_timing: id  0 | task 355 |        eval time =     235.65 ms /    49 tokens (    4.81 ms per token,   207.94 tokens per second)
93.04.366.160 I slot print_timing: id  0 | task 355 |       total time =     280.16 ms /   102 tokens
93.04.366.161 I slot print_timing: id  0 | task 355 |    graphs reused =        361
93.04.366.225 I slot      release: id  0 | task 355 | stop processing: n_tokens = 214, truncated = 0
93.04.382.803 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.729 (> 0.100 thold), f_keep = 0.528
93.04.382.888 I slot launch_slot_: id  0 | task 405 | processing task, is_child = 0
93.04.505.739 I slot print_timing: id  0 | task 405 | prompt eval time =      40.62 ms /    42 tokens (    0.97 ms per token,  1034.00 tokens per second)
93.04.505.745 I slot print_timing: id  0 | task 405 |        eval time =      82.21 ms /    18 tokens (    4.57 ms per token,   218.96 tokens per second)
93.04.505.747 I slot print_timing: id  0 | task 405 |       total time =     122.83 ms /    60 tokens
93.04.505.748 I slot print_timing: id  0 | task 405 |    graphs reused =        377
93.04.505.788 I slot      release: id  0 | task 405 | stop processing: n_tokens = 172, truncated = 0
735.25.774.809 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.322 (> 0.100 thold), f_keep = 0.110
735.25.886.181 I slot launch_slot_: id  0 | task 424 | processing task, is_child = 0
735.26.247.350 I slot print_timing: id  0 | task 424 | prompt eval time =     300.86 ms /    40 tokens (    7.52 ms per token,   132.95 tokens per second)
735.26.247.357 I slot print_timing: id  0 | task 424 |        eval time =      60.23 ms /    12 tokens (    5.02 ms per token,   199.23 tokens per second)
735.26.247.358 I slot print_timing: id  0 | task 424 |       total time =     361.09 ms /    52 tokens
735.26.247.359 I slot print_timing: id  0 | task 424 |    graphs reused =        387
735.26.248.179 I slot      release: id  0 | task 424 | stop processing: n_tokens = 70, truncated = 0
735.56.159.632 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.472 (> 0.100 thold), f_keep = 0.486
735.56.163.173 I slot launch_slot_: id  0 | task 437 | processing task, is_child = 0
735.56.516.019 I slot print_timing: id  0 | task 437 | prompt eval time =     222.73 ms /    38 tokens (    5.86 ms per token,   170.61 tokens per second)
735.56.516.026 I slot print_timing: id  0 | task 437 |        eval time =     130.09 ms /    21 tokens (    6.19 ms per token,   161.43 tokens per second)
735.56.516.027 I slot print_timing: id  0 | task 437 |       total time =     352.82 ms /    59 tokens
735.56.516.028 I slot print_timing: id  0 | task 437 |    graphs reused =        406
735.56.516.351 I slot      release: id  0 | task 437 | stop processing: n_tokens = 92, truncated = 0
736.12.377.798 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.380 (> 0.100 thold), f_keep = 0.326
736.12.383.361 I slot launch_slot_: id  0 | task 459 | processing task, is_child = 0
736.14.621.612 I slot print_timing: id  0 | task 459 | prompt eval time =      94.81 ms /    49 tokens (    1.93 ms per token,   516.82 tokens per second)
736.14.621.620 I slot print_timing: id  0 | task 459 |        eval time =    2143.41 ms /    75 tokens (   28.58 ms per token,    34.99 tokens per second)
736.14.621.621 I slot print_timing: id  0 | task 459 |       total time =    2238.22 ms /   124 tokens
736.14.621.654 I slot print_timing: id  0 | task 459 |    graphs reused =        479
736.14.622.090 I slot      release: id  0 | task 459 | stop processing: n_tokens = 153, truncated = 0
