0.00.072.057 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.076.237 W srv  llama_server: -----------------
0.00.076.251 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.076.252 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.076.253 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.076.253 W srv  llama_server: -----------------
0.00.078.060 I srv    load_model: loading model '/mnt/dados/Assistente Pessoal/modelos LLM/SmolLM2-360M-Instruct-Q8_0.gguf'
0.07.496.043 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.07.502.690 I srv  llama_server: model loaded
0.07.502.718 I srv  llama_server: listening on http://127.0.0.1:9093
43.01.135.657 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
86.59.680.111 I slot      release: id  0 | task 483 | stop processing: n_tokens = 256, truncated = 0
86.59.693.153 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.686 (> 0.100 thold), f_keep = 0.410
86.59.698.824 I slot launch_slot_: id  0 | task 584 | processing task, is_child = 0
86.59.894.062 I slot print_timing: id  0 | task 584 | prompt eval time =      32.72 ms /    48 tokens (    0.68 ms per token,  1467.08 tokens per second)
86.59.894.069 I slot print_timing: id  0 | task 584 |        eval time =     162.50 ms /    43 tokens (    3.78 ms per token,   264.62 tokens per second)
86.59.894.070 I slot print_timing: id  0 | task 584 |       total time =     195.21 ms /    91 tokens
86.59.894.071 I slot print_timing: id  0 | task 584 |    graphs reused =        593
86.59.894.106 I slot      release: id  0 | task 584 | stop processing: n_tokens = 195, truncated = 0
86.59.907.497 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.571 (> 0.100 thold), f_keep = 0.538
86.59.907.574 I slot launch_slot_: id  0 | task 628 | processing task, is_child = 0
87.00.222.205 I slot print_timing: id  0 | task 628 | prompt eval time =      29.42 ms /    79 tokens (    0.37 ms per token,  2684.88 tokens per second)
87.00.222.211 I slot print_timing: id  0 | task 628 |        eval time =     285.18 ms /    74 tokens (    3.85 ms per token,   259.49 tokens per second)
87.00.222.213 I slot print_timing: id  0 | task 628 |       total time =     314.60 ms /   153 tokens
87.00.222.214 I slot print_timing: id  0 | task 628 |    graphs reused =        664
87.00.222.311 I slot      release: id  0 | task 628 | stop processing: n_tokens = 257, truncated = 0
87.00.236.413 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.784 (> 0.100 thold), f_keep = 0.409
87.00.243.675 I slot launch_slot_: id  0 | task 703 | processing task, is_child = 0
87.00.383.935 I slot print_timing: id  0 | task 703 | prompt eval time =      39.11 ms /    29 tokens (    1.35 ms per token,   741.42 tokens per second)
87.00.383.941 I slot print_timing: id  0 | task 703 |        eval time =     101.12 ms /    24 tokens (    4.21 ms per token,   237.35 tokens per second)
87.00.383.942 I slot print_timing: id  0 | task 703 |       total time =     140.23 ms /    53 tokens
87.00.383.944 I slot print_timing: id  0 | task 703 |    graphs reused =        686
87.00.383.976 I slot      release: id  0 | task 703 | stop processing: n_tokens = 157, truncated = 0
87.00.397.084 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.633 (> 0.100 thold), f_keep = 0.669
87.00.397.150 I slot launch_slot_: id  0 | task 728 | processing task, is_child = 0
87.01.005.808 I slot print_timing: id  0 | task 728 | prompt eval time =      32.65 ms /    61 tokens (    0.54 ms per token,  1868.13 tokens per second)
87.01.005.815 I slot print_timing: id  0 | task 728 |        eval time =     575.98 ms /   150 tokens (    3.84 ms per token,   260.43 tokens per second)
87.01.005.816 I slot print_timing: id  0 | task 728 |       total time =     608.63 ms /   211 tokens
87.01.005.818 I slot print_timing: id  0 | task 728 |    graphs reused =        833
87.01.005.984 I slot      release: id  0 | task 728 | stop processing: n_tokens = 315, truncated = 0
87.01.019.657 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.660 (> 0.100 thold), f_keep = 0.333
87.01.026.620 I slot launch_slot_: id  0 | task 879 | processing task, is_child = 0
87.01.181.201 I slot print_timing: id  0 | task 879 | prompt eval time =      32.66 ms /    54 tokens (    0.60 ms per token,  1653.30 tokens per second)
87.01.181.209 I slot print_timing: id  0 | task 879 |        eval time =     121.89 ms /    32 tokens (    3.81 ms per token,   262.54 tokens per second)
87.01.181.211 I slot print_timing: id  0 | task 879 |       total time =     154.55 ms /    86 tokens
87.01.181.212 I slot print_timing: id  0 | task 879 |    graphs reused =        863
87.01.181.349 I slot      release: id  0 | task 879 | stop processing: n_tokens = 190, truncated = 0
92.13.988.049 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.800 (> 0.100 thold), f_keep = 0.589
92.13.988.132 I slot launch_slot_: id  0 | task 912 | processing task, is_child = 0
92.14.096.827 I slot print_timing: id  0 | task 912 | prompt eval time =      34.72 ms /    28 tokens (    1.24 ms per token,   806.50 tokens per second)
92.14.096.835 I slot print_timing: id  0 | task 912 |        eval time =      73.95 ms /    20 tokens (    3.70 ms per token,   270.46 tokens per second)
92.14.096.836 I slot print_timing: id  0 | task 912 |       total time =     108.67 ms /    48 tokens
92.14.096.838 I slot print_timing: id  0 | task 912 |    graphs reused =        881
92.14.096.885 I slot      release: id  0 | task 912 | stop processing: n_tokens = 159, truncated = 0
92.14.109.927 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.669 (> 0.100 thold), f_keep = 0.660
92.14.110.046 I slot launch_slot_: id  0 | task 933 | processing task, is_child = 0
92.14.516.132 I slot print_timing: id  0 | task 933 | prompt eval time =      33.17 ms /    52 tokens (    0.64 ms per token,  1567.78 tokens per second)
92.14.516.138 I slot print_timing: id  0 | task 933 |        eval time =     372.89 ms /   100 tokens (    3.73 ms per token,   268.17 tokens per second)
92.14.516.140 I slot print_timing: id  0 | task 933 |       total time =     406.06 ms /   152 tokens
92.14.516.141 I slot print_timing: id  0 | task 933 |    graphs reused =        979
92.14.516.177 I slot      release: id  0 | task 933 | stop processing: n_tokens = 256, truncated = 0
92.14.528.383 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.686 (> 0.100 thold), f_keep = 0.410
92.14.535.428 I slot launch_slot_: id  0 | task 1034 | processing task, is_child = 0
92.15.022.293 I slot print_timing: id  0 | task 1034 | prompt eval time =      32.03 ms /    48 tokens (    0.67 ms per token,  1498.64 tokens per second)
92.15.022.300 I slot print_timing: id  0 | task 1034 |        eval time =     454.80 ms /   120 tokens (    3.79 ms per token,   263.85 tokens per second)
92.15.022.301 I slot print_timing: id  0 | task 1034 |       total time =     486.83 ms /   168 tokens
92.15.022.358 I slot print_timing: id  0 | task 1034 |    graphs reused =       1096
92.15.022.406 I slot      release: id  0 | task 1034 | stop processing: n_tokens = 272, truncated = 0
92.15.034.925 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.571 (> 0.100 thold), f_keep = 0.386
92.15.043.190 I slot launch_slot_: id  0 | task 1155 | processing task, is_child = 0
92.15.043.237 W slot   operator(): id  0 | task 1155 | need to evaluate at least 1 token for each active slot (n_past = 184, task.n_tokens() = 184)
92.15.043.238 W slot   operator(): id  0 | task 1155 | n_past was set to 183
92.15.337.038 I slot print_timing: id  0 | task 1155 | prompt eval time =       9.03 ms /     1 tokens (    9.03 ms per token,   110.72 tokens per second)
92.15.337.047 I slot print_timing: id  0 | task 1155 |        eval time =     284.79 ms /    74 tokens (    3.85 ms per token,   259.84 tokens per second)
92.15.337.048 I slot print_timing: id  0 | task 1155 |       total time =     293.82 ms /    75 tokens
92.15.337.049 I slot print_timing: id  0 | task 1155 |    graphs reused =       1168
92.15.337.090 I slot      release: id  0 | task 1155 | stop processing: n_tokens = 257, truncated = 0
92.15.349.528 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.784 (> 0.100 thold), f_keep = 0.409
92.15.356.249 I slot launch_slot_: id  0 | task 1230 | processing task, is_child = 0
92.15.454.153 I slot print_timing: id  0 | task 1230 | prompt eval time =      37.49 ms /    29 tokens (    1.29 ms per token,   773.48 tokens per second)
92.15.454.159 I slot print_timing: id  0 | task 1230 |        eval time =      60.38 ms /    16 tokens (    3.77 ms per token,   265.01 tokens per second)
92.15.454.161 I slot print_timing: id  0 | task 1230 |       total time =      97.87 ms /    45 tokens
92.15.454.162 I slot print_timing: id  0 | task 1230 |    graphs reused =       1182
92.15.454.197 I slot      release: id  0 | task 1230 | stop processing: n_tokens = 149, truncated = 0
92.15.466.551 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.633 (> 0.100 thold), f_keep = 0.705
92.15.466.653 I slot launch_slot_: id  0 | task 1247 | processing task, is_child = 0
92.16.071.183 I slot print_timing: id  0 | task 1247 | prompt eval time =      32.28 ms /    61 tokens (    0.53 ms per token,  1889.60 tokens per second)
92.16.071.191 I slot print_timing: id  0 | task 1247 |        eval time =     572.22 ms /   150 tokens (    3.81 ms per token,   262.14 tokens per second)
92.16.071.192 I slot print_timing: id  0 | task 1247 |       total time =     604.51 ms /   211 tokens
92.16.071.193 I slot print_timing: id  0 | task 1247 |    graphs reused =       1329
92.16.071.229 I slot      release: id  0 | task 1247 | stop processing: n_tokens = 315, truncated = 0
92.16.084.343 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.660 (> 0.100 thold), f_keep = 0.333
92.16.090.216 I slot launch_slot_: id  0 | task 1398 | processing task, is_child = 0
92.16.241.390 I slot print_timing: id  0 | task 1398 | prompt eval time =      32.91 ms /    54 tokens (    0.61 ms per token,  1641.04 tokens per second)
92.16.241.399 I slot print_timing: id  0 | task 1398 |        eval time =     118.24 ms /    32 tokens (    3.69 ms per token,   270.64 tokens per second)
92.16.241.400 I slot print_timing: id  0 | task 1398 |       total time =     151.14 ms /    86 tokens
92.16.241.402 I slot print_timing: id  0 | task 1398 |    graphs reused =       1359
92.16.241.446 I slot      release: id  0 | task 1398 | stop processing: n_tokens = 190, truncated = 0
735.36.254.423 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8999525971
735.36.349.231 I slot launch_slot_: id  0 | task 1431 | processing task, is_child = 0
735.36.574.108 I slot print_timing: id  0 | task 1431 | prompt eval time =     138.05 ms /    35 tokens (    3.94 ms per token,   253.53 tokens per second)
735.36.574.115 I slot print_timing: id  0 | task 1431 |        eval time =      86.76 ms /    13 tokens (    6.67 ms per token,   149.84 tokens per second)
735.36.574.116 I slot print_timing: id  0 | task 1431 |       total time =     224.81 ms /    48 tokens
735.36.574.117 I slot print_timing: id  0 | task 1431 |    graphs reused =       1370
735.36.574.985 I slot      release: id  0 | task 1431 | stop processing: n_tokens = 71, truncated = 0
736.01.026.669 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.397 (> 0.100 thold), f_keep = 0.437
736.01.036.383 I slot launch_slot_: id  0 | task 1445 | processing task, is_child = 0
736.01.036.401 W slot   operator(): id  0 | task 1445 | need to evaluate at least 1 token for each active slot (n_past = 78, task.n_tokens() = 78)
736.01.036.402 W slot   operator(): id  0 | task 1445 | n_past was set to 77
736.01.172.497 I slot print_timing: id  0 | task 1445 | prompt eval time =       7.89 ms /     1 tokens (    7.89 ms per token,   126.66 tokens per second)
736.01.172.503 I slot print_timing: id  0 | task 1445 |        eval time =     128.18 ms /    32 tokens (    4.01 ms per token,   249.64 tokens per second)
736.01.172.505 I slot print_timing: id  0 | task 1445 |       total time =     136.08 ms /    33 tokens
736.01.172.506 I slot print_timing: id  0 | task 1445 |    graphs reused =       1402
736.01.172.784 I slot      release: id  0 | task 1445 | stop processing: n_tokens = 109, truncated = 0
736.12.153.863 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.716
736.12.153.984 I slot launch_slot_: id  0 | task 1478 | processing task, is_child = 0
736.12.154.006 W slot   operator(): id  0 | task 1478 | need to evaluate at least 1 token for each active slot (n_past = 78, task.n_tokens() = 78)
736.12.154.006 W slot   operator(): id  0 | task 1478 | n_past was set to 77
736.12.289.120 I slot print_timing: id  0 | task 1478 | prompt eval time =       7.57 ms /     1 tokens (    7.57 ms per token,   132.08 tokens per second)
736.12.289.126 I slot print_timing: id  0 | task 1478 |        eval time =     127.53 ms /    32 tokens (    3.99 ms per token,   250.91 tokens per second)
736.12.289.127 I slot print_timing: id  0 | task 1478 |       total time =     135.11 ms /    33 tokens
736.12.289.129 I slot print_timing: id  0 | task 1478 |    graphs reused =       1434
736.12.289.156 I slot      release: id  0 | task 1478 | stop processing: n_tokens = 109, truncated = 0
