0.00.064.429 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.068.069 W srv  llama_server: -----------------
0.00.068.078 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.068.079 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.068.081 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.068.082 W srv  llama_server: -----------------
0.00.069.676 I srv    load_model: loading model '/mnt/dados/Assistente Pessoal/modelos LLM/Llama-3.2-3B-Instruct-UD-IQ3_XXS.gguf'
0.30.793.819 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.30.816.926 I srv  llama_server: model loaded
0.30.816.984 I srv  llama_server: listening on http://127.0.0.1:9090
47.11.127.320 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
93.09.303.834 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.698 (> 0.100 thold), f_keep = 0.739
93.09.303.895 I slot launch_slot_: id  0 | task 271 | processing task, is_child = 0
93.13.693.170 I slot print_timing: id  0 | task 271 | prompt eval time =     523.62 ms /    49 tokens (   10.69 ms per token,    93.58 tokens per second)
93.13.693.178 I slot print_timing: id  0 | task 271 |        eval time =    3865.63 ms /    39 tokens (   99.12 ms per token,    10.09 tokens per second)
93.13.693.180 I slot print_timing: id  0 | task 271 |       total time =    4389.25 ms /    88 tokens
93.13.693.231 I slot print_timing: id  0 | task 271 |    graphs reused =        279
93.13.693.478 I slot      release: id  0 | task 271 | stop processing: n_tokens = 200, truncated = 0
93.13.712.011 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.720 (> 0.100 thold), f_keep = 0.565
93.13.712.083 I slot launch_slot_: id  0 | task 311 | processing task, is_child = 0
93.16.440.517 I slot print_timing: id  0 | task 311 | prompt eval time =     506.74 ms /    44 tokens (   11.52 ms per token,    86.83 tokens per second)
93.16.440.528 I slot print_timing: id  0 | task 311 |        eval time =    2221.65 ms /    23 tokens (   96.59 ms per token,    10.35 tokens per second)
93.16.440.530 I slot print_timing: id  0 | task 311 |       total time =    2728.39 ms /    67 tokens
93.16.440.532 I slot print_timing: id  0 | task 311 |    graphs reused =        300
93.16.440.681 I slot      release: id  0 | task 311 | stop processing: n_tokens = 179, truncated = 0
93.16.458.731 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.649 (> 0.100 thold), f_keep = 0.631
93.16.458.794 I slot launch_slot_: id  0 | task 335 | processing task, is_child = 0
93.26.952.581 I slot print_timing: id  0 | task 335 | n_decoded =    100, tg =  10.05 t/s, tg_3s =  10.05 t/s
93.29.970.191 I slot print_timing: id  0 | task 335 | n_decoded =    130, tg =  10.02 t/s, tg_3s =   9.94 t/s
93.30.183.692 I slot print_timing: id  0 | task 335 | prompt eval time =     541.46 ms /    61 tokens (    8.88 ms per token,   112.66 tokens per second)
93.30.183.736 I slot print_timing: id  0 | task 335 |        eval time =   13183.41 ms /   132 tokens (   99.87 ms per token,    10.01 tokens per second)
93.30.183.739 I slot print_timing: id  0 | task 335 |       total time =   13724.87 ms /   193 tokens
93.30.183.741 I slot print_timing: id  0 | task 335 |    graphs reused =        429
93.30.183.902 I slot      release: id  0 | task 335 | stop processing: n_tokens = 305, truncated = 0
93.30.200.728 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.813 (> 0.100 thold), f_keep = 0.370
93.30.211.855 I slot launch_slot_: id  0 | task 468 | processing task, is_child = 0
93.33.939.985 I slot print_timing: id  0 | task 468 | prompt eval time =    1282.02 ms /    26 tokens (   49.31 ms per token,    20.28 tokens per second)
93.33.939.995 I slot print_timing: id  0 | task 468 |        eval time =    2446.07 ms /    25 tokens (   97.84 ms per token,    10.22 tokens per second)
93.33.939.997 I slot print_timing: id  0 | task 468 |       total time =    3728.09 ms /    51 tokens
93.33.939.999 I slot print_timing: id  0 | task 468 |    graphs reused =        452
93.33.940.136 I slot      release: id  0 | task 468 | stop processing: n_tokens = 163, truncated = 0
93.33.957.403 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.681 (> 0.100 thold), f_keep = 0.693
93.33.957.466 I slot launch_slot_: id  0 | task 494 | processing task, is_child = 0
93.41.357.111 I slot print_timing: id  0 | task 494 | prompt eval time =     523.26 ms /    53 tokens (    9.87 ms per token,   101.29 tokens per second)
93.41.357.120 I slot print_timing: id  0 | task 494 |        eval time =    6876.35 ms /    68 tokens (  101.12 ms per token,     9.89 tokens per second)
93.41.357.121 I slot print_timing: id  0 | task 494 |       total time =    7399.62 ms /   121 tokens
93.41.357.162 I slot print_timing: id  0 | task 494 |    graphs reused =        518
93.41.357.269 I slot      release: id  0 | task 494 | stop processing: n_tokens = 233, truncated = 0
93.41.373.853 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.729 (> 0.100 thold), f_keep = 0.485
93.41.375.801 I slot launch_slot_: id  0 | task 563 | processing task, is_child = 0
93.43.601.909 I slot print_timing: id  0 | task 563 | prompt eval time =     495.87 ms /    42 tokens (   11.81 ms per token,    84.70 tokens per second)
93.43.601.916 I slot print_timing: id  0 | task 563 |        eval time =    1730.21 ms /    18 tokens (   96.12 ms per token,    10.40 tokens per second)
93.43.601.918 I slot print_timing: id  0 | task 563 |       total time =    2226.08 ms /    60 tokens
93.43.601.919 I slot print_timing: id  0 | task 563 |    graphs reused =        534
93.43.601.964 I slot      release: id  0 | task 563 | stop processing: n_tokens = 172, truncated = 0
735.26.257.420 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.322 (> 0.100 thold), f_keep = 0.110
735.26.268.658 I slot launch_slot_: id  0 | task 582 | processing task, is_child = 0
735.31.653.904 I slot print_timing: id  0 | task 582 | prompt eval time =    4294.22 ms /    40 tokens (  107.36 ms per token,     9.31 tokens per second)
735.31.653.911 I slot print_timing: id  0 | task 582 |        eval time =    1090.98 ms /    12 tokens (   90.92 ms per token,    11.00 tokens per second)
735.31.653.913 I slot print_timing: id  0 | task 582 |       total time =    5385.21 ms /    52 tokens
735.31.653.914 I slot print_timing: id  0 | task 582 |    graphs reused =        544
735.31.655.133 I slot      release: id  0 | task 582 | stop processing: n_tokens = 70, truncated = 0
735.56.523.203 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.472 (> 0.100 thold), f_keep = 0.486
735.56.526.675 I slot launch_slot_: id  0 | task 595 | processing task, is_child = 0
735.58.623.561 I slot print_timing: id  0 | task 595 | prompt eval time =     519.21 ms /    38 tokens (   13.66 ms per token,    73.19 tokens per second)
735.58.623.568 I slot print_timing: id  0 | task 595 |        eval time =    1577.64 ms /    18 tokens (   87.65 ms per token,    11.41 tokens per second)
735.58.623.570 I slot print_timing: id  0 | task 595 |       total time =    2096.85 ms /    56 tokens
735.58.623.571 I slot print_timing: id  0 | task 595 |    graphs reused =        560
735.58.623.876 I slot      release: id  0 | task 595 | stop processing: n_tokens = 89, truncated = 0
