0.00.058.231 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.059.643 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.061.881 W srv  llama_server: -----------------
0.00.061.886 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.061.887 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.061.887 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.061.888 W srv  llama_server: -----------------
0.00.063.655 I srv    load_model: loading model '/mnt/dados/Assistente Pessoal/modelos LLM/Qwen3.5-35B-A3B-UD-IQ3_XXS.gguf'
2.01.469.152 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 262144, kv_unified = 'false'
2.01.527.031 I srv  llama_server: model loaded
2.01.527.063 I srv  llama_server: listening on http://127.0.0.1:8083
50.31.670.140 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
50.55.208.744 I slot      release: id  0 | task 297 | stop processing: n_tokens = 59, truncated = 0
50.55.249.428 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6518382887
50.55.315.038 I slot launch_slot_: id  0 | task 328 | processing task, is_child = 0
51.02.923.809 I slot print_timing: id  0 | task 328 | n_decoded =    100, tg =  15.77 t/s, tg_3s =  15.77 t/s
51.03.890.986 I slot print_timing: id  0 | task 328 | prompt eval time =    1269.26 ms /    54 tokens (   23.50 ms per token,    42.54 tokens per second)
51.03.890.996 I slot print_timing: id  0 | task 328 |        eval time =    7306.64 ms /   116 tokens (   62.99 ms per token,    15.88 tokens per second)
51.03.890.997 I slot print_timing: id  0 | task 328 |       total time =    8575.90 ms /   170 tokens
51.03.890.999 I slot print_timing: id  0 | task 328 |    graphs reused =        334
51.03.891.511 I slot      release: id  0 | task 328 | stop processing: n_tokens = 169, truncated = 0
51.03.930.737 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6527065655
51.03.981.251 I slot launch_slot_: id  0 | task 446 | processing task, is_child = 0
51.05.942.174 I slot print_timing: id  0 | task 446 | prompt eval time =     935.96 ms /    46 tokens (   20.35 ms per token,    49.15 tokens per second)
51.05.942.181 I slot print_timing: id  0 | task 446 |        eval time =    1024.93 ms /    18 tokens (   56.94 ms per token,    17.56 tokens per second)
51.05.942.183 I slot print_timing: id  0 | task 446 |       total time =    1960.89 ms /    64 tokens
51.05.942.184 I slot print_timing: id  0 | task 446 |    graphs reused =        350
51.05.942.211 I slot      release: id  0 | task 446 | stop processing: n_tokens = 63, truncated = 0
56.30.884.606 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6529116353
56.30.962.289 I slot launch_slot_: id  0 | task 476 | processing task, is_child = 0
56.32.239.498 I slot print_timing: id  0 | task 476 | prompt eval time =     523.17 ms /    24 tokens (   21.80 ms per token,    45.87 tokens per second)
56.32.239.506 I slot print_timing: id  0 | task 476 |        eval time =     754.00 ms /    12 tokens (   62.83 ms per token,    15.92 tokens per second)
56.32.239.507 I slot print_timing: id  0 | task 476 |       total time =    1277.17 ms /    36 tokens
56.32.239.510 I slot print_timing: id  0 | task 476 |    graphs reused =        360
56.32.239.549 I slot      release: id  0 | task 476 | stop processing: n_tokens = 35, truncated = 0
56.32.249.371 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.118 (> 0.100 thold), f_keep = 0.114
56.32.301.839 I slot launch_slot_: id  0 | task 490 | processing task, is_child = 0
56.33.911.489 I slot print_timing: id  0 | task 490 | prompt eval time =     578.48 ms /    34 tokens (   17.01 ms per token,    58.77 tokens per second)
56.33.911.498 I slot print_timing: id  0 | task 490 |        eval time =    1031.09 ms /    18 tokens (   57.28 ms per token,    17.46 tokens per second)
56.33.911.499 I slot print_timing: id  0 | task 490 |       total time =    1609.57 ms /    52 tokens
56.33.911.501 I slot print_timing: id  0 | task 490 |    graphs reused =        376
56.33.911.546 I slot      release: id  0 | task 490 | stop processing: n_tokens = 51, truncated = 0
